|-------+------------------+--------+---------|
|  rank | name             | solved | recent  |
|  523  | (nisec_eric)     | 87     | 1924    |
|  29   | ljq              | 339    | 1925    |
|  197  | youngkent        | 153    | 1930    |
|  299  | leojay           | 122    | 1933    |
|  445  | meye             | 100    | 1950    |
|  248  | hhanger          | 135    | 1952    |
|  567  | (tntljc)         | 83     | 1953    |
|  474  | plokzfadai       | 94     | 1954    |
|  211  | bluefire         | 149    | 1957    |
|  247  | 2huluanzi        | 135    | 1970    |
|  548  | yummiii          | 85     | 1975    |
|  401  | MiceBiteWood     | 104    | 1997    |
|  37   | waiwaipig        | 307    | 2004    |
|  383  | Mei.Xuelan       | 106    | 2023    |
|  411  | LeavittZhang     | 103    | 2025    |
|  444  | DUANBELIEVE      | 100    | 2034    |
|  410  | Mr.WireDancer    | 103    | 2041    |
|  72   | chyx             | 234    | 2046    |
|  21   | Jackalope        | 386    | 2053    |
|  547  | donggua          | 85     | 2054    |
|  595  | DaiYang          | 81     | 2067    |
|  63   | xiaoyukina       | 251    | 2068    |
|  152  | (lhr0909)        | 169    | 2075    |
|  443  | yeah1900         | 100    | 2081    |
|  503  | ipodfans         | 89     | 2081    |
|  311  | dgg32            | 120    | 2097    |
|  502  | Golbez           | 89     | 2104    |
|  270  | daifei4321       | 129    | 2105    |
|  286  | Roowe            | 126    | 2107    |
|  501  | patrol           | 89     | 2109    |
|  171  | wanying          | 159    | 2118    |
|  477  | Answeror         | 93     | 2122    |
|  31   | goalboy          | 325    | 2133    |
|  285  | leapforlove      | 126    | 2135    |
|  226  | gjyalpha         | 142    | 2141    |
|  23   | fox0571          | 384    | 2152    |
|  556  | saucer2007       | 84     | 2152    |
|  137  | wong.tong        | 175    | 2153    |
|  167  | lzyzizi          | 160    | 2177    |
|  269  | yshhq            | 129    | 2183    |
|  310  | huangcd          | 120    | 2186    |
|  325  | Greentie         | 117    | 2211    |
|  546  | bamboodragonfly  | 85     | 2217    |
|  539  | hetong_007       | 86     | 2223    |
|  48   | coolwanglu       | 285    | 2226    |
|  545  | chwang1986       | 85     | 2237    |
|  129  | lby1990          | 181    | 2241    |
|  110  | SkyShaw          | 201    | 2261    |
|  176  | maomaoloverose   | 158    | 2266    |
|  187  | RUCEric          | 155    | 2270    |
|  186  | seanchen         | 155    | 2274    |
|  163  | carryyouaway     | 162    | 2277    |
|  513  | hywei            | 88     | 2288    |
|  566  | Lozy             | 83     | 2288    |
|  538  | jieshuzheng      | 86     | 2296    |
|  67   | Ekoms_The_Insane | 241    | 2297    |
|  544  | nuhaiguhun       | 85     | 2317    |
|  580  | zhaoda006        | 82     | 2318    |
|  166  | jingwenhtp       | 161    | 2320    |
|  220  | (fishgazer)      | 144    | 2331    |
|  594  | TNB              | 81     | 2335    |
|  579  | ghostknight      | 82     | 2340    |
|  206  | remember86       | 151    | 2341    |
|  442  | windmisses       | 100    | 2342    |
|  441  | Fred Lin         | 100    | 2349    |
|  464  | zenwalk          | 96     | 2355    |
|  459  | changsheng       | 98     | 2356    |
|  182  | ziyuang          | 156    | 2359    |
|  390  | valwang          | 105    | 2363    |
|  440  | yessit           | 100    | 2370    |
|  409  | dementrock       | 103    | 2385    |
|  253  | wjthu            | 133    | 2414    |
|  69   | stir67           | 236    | 2416    |
|  53   | ben1222          | 267    | 2419    |
|  522  | comaoe           | 87     | 2423    |
|  346  | zjx20            | 112    | 2432    |
|  543  | HEU_xueyan       | 85     | 2447    |
|  181  | silwile          | 156    | 2471    |
|  78   | zouxun           | 225    | 2482    |
|  439  | jessicasco       | 100    | 2490    |
|  364  | xl               | 109    | 2499    |
|  593  | rdcyash          | 81     | 2512    |
|  425  | mothing          | 101    | 2513    |
|  124  | sha1             | 184    | 2519    |
|  75   | Ledrug           | 231    | 2566    |
|  180  | yinan            | 156    | 2607    |
|  377  | xjlinyueru       | 107    | 2624    |
|  389  | ul0402206        | 105    | 2645    |
|  214  | melon1234        | 147    | 2649    |
|  252  | matman           | 133    | 2649    |
|  537  | yaac             | 86     | 2657    |
|  400  | yangsx           | 104    | 2665    |
|  536  | chinshin         | 86     | 2669    |
|  143  | HenryYang        | 173    | 2680    |
|  592  | liquanwei        | 81     | 2697    |
|  535  | panda_lin        | 86     | 2705    |
|  458  | bbschat          | 98     | 2732    |
|  309  | ljz              | 120    | 2742    |
|  488  | apzc2529         | 91     | 2745    |
|  399  | Alel             | 104    | 2747    |
|  438  | riobard          | 100    | 2747    |
|  308  | ncuww            | 120    | 2751    |
|  35   | zhzs             | 312    | 2777    |
|  266  | jiangerji        | 130    | 2784    |
|  487  | coffee.stone     | 91     | 2801    |
|  38   | eming            | 306    | 2819    |
|  437  | amadeoh          | 100    | 2819    |
|  521  | SsJia            | 87     | 2823    |
|  578  | sgi              | 82     | 2837    |
|  97   | purelisp         | 207    | 2859    |
|  196  | chensdiscovery   | 153    | 2919    |
|  202  | huanzhou2006     | 152    | 2920    |
|  542  | zkl132           | 85     | 2923    |
|  128  | seaker           | 181    | 2989    |
|  328  | daiwb            | 116    | 3003    |
|  382  | yejianye         | 106    | 3003    |
|  353  | Honeypot         | 111    | 3006    |
|  500  | haha_win7        | 89     | 3063    |
|  469  | MaZhanlei        | 95     | 3066    |
|  321  | winxos           | 118    | 3084    |
|  482  | oyyfj            | 92     | 3108    |
|  230  | huguang          | 140    | 3121    |
|  114  | redfield         | 195    | 3152    |
|  534  | mpouse           | 86     | 3161    |
|  74   | BigGuava         | 233    | 3168    |
|  408  | txguo            | 103    | 3170    |
|  195  | dirtysalt        | 153    | 3187    |
|  59   | Rinick           | 254    | 3195    |
|  188  | linxh            | 154    | 3212    |
|  520  | snake0406        | 87     | 3283    |
|  165  | phrock           | 161    | 3285    |
|  371  | xingjianan       | 108    | 3290    |
|  468  | Gloria           | 95     | 3290    |
|  62   | falseskywalker   | 251    | 3308    |
|  370  | yanzixiang       | 108    | 3327    |
|  336  | chencc           | 114    | 3370    |
|  92   | hupo001          | 209    | 3386    |
|  591  | henterji         | 81     | 3395    |
|  519  | jinzhidong2539   | 87     | 3420    |
|  577  | fdks             | 82     | 3475    |
