|-------+---------------------+--------+---------|
|  rank | name                | solved | recent  |
|  587  | ke9tv               | 178    | 619     |
|  517  | grovert             | 187    | 620     |
|  963  | darkdrium06         | 146    | 634     |
|  918  | ssmith2             | 150    | 635     |
|  254  | (0xE6)              | 240    | 637     |
|  609  | DaveBaum            | 175    | 643     |
|  330  | dwalthour           | 219    | 647     |
|  478  | uglander            | 194    | 649     |
|  754  | pbyrnes             | 160    | 652     |
|  795  | tfb                 | 157    | 654     |
|  827  | michaellee94        | 155    | 656     |
|  695  | preciselymb         | 166    | 664     |
|  949  | ahood               | 147    | 667     |
|  50   | (Rapptz)            | 397    | 671     |
|  60   | jboeing             | 373    | 671     |
|  753  | Duelist             | 160    | 674     |
|  897  | Milric              | 151    | 675     |
|  282  | Mithander           | 231    | 676     |
|  495  | eulerShulgi2        | 190    | 682     |
|  401  | marvel2010          | 206    | 687     |
|  188  | mvaneerde           | 261    | 694     |
|  752  | smrq                | 160    | 695     |
|  246  | dbranscombe         | 242    | 697     |
|  109  | chempro             | 320    | 708     |
|  392  | wilsonmt            | 207    | 716     |
|  400  | ptarjan             | 206    | 719     |
|  694  | lisanke             | 166    | 719     |
|  368  | jrouse042           | 211    | 721     |
|  267  | stephen_weber       | 236    | 733     |
|  705  | Feryll              | 165    | 734     |
|  854  | DrMarkPugner        | 153    | 749     |
|  428  | (noah13)            | 202    | 750     |
|  776  | (steveburke)        | 158    | 752     |
|  187  | fergemann           | 261    | 753     |
|  751  | janis               | 160    | 753     |
|  652  | jaxl                | 170    | 760     |
|  1000 | acganesh            | 144    | 763     |
|  641  | (GlennHideaki)      | 171    | 765     |
|  750  | dclouti             | 160    | 765     |
|  198  | fahrenba            | 259    | 766     |
|  386  | hbgolze             | 209    | 772     |
|  826  | naphren             | 155    | 772     |
|  472  | gaussian_integer    | 195    | 773     |
|  825  | puzzlepalace        | 155    | 780     |
|  896  | NateT               | 151    | 786     |
|  526  | JohnBP              | 185    | 789     |
|  532  | Steve496            | 184    | 791     |
|  226  | ipsin               | 249    | 803     |
|  71   | diffeqkid           | 357    | 811     |
|  169  | lkkoller            | 273    | 814     |
|  693  | m42a                | 166    | 817     |
|  255  | Dukkha              | 239    | 820     |
|  125  | mp1                 | 304    | 823     |
|  281  | koconnor            | 231    | 824     |
|  651  | Zot95               | 170    | 831     |
|  234  | frrad               | 246    | 832     |
|  895  | Ikcelaks            | 151    | 835     |
|  675  | brainiac1530        | 168    | 841     |
|  842  | matzsoft            | 154    | 851     |
|  531  | (jasper9876)        | 184    | 858     |
|  507  | augurar             | 189    | 862     |
|  894  | patricko            | 151    | 869     |
|  615  | alef1               | 174    | 870     |
|  616  | dharasty            | 174    | 870     |
|  245  | confluential        | 242    | 872     |
|  162  | msauhta             | 275    | 873     |
|  427  | larsroe             | 202    | 873     |
|  35   | neverforget         | 442    | 875     |
|  599  | dominicktwitty      | 176    | 886     |
|  714  | Eirik0              | 164    | 886     |
|  876  | rst53804            | 152    | 887     |
|  471  | thagg               | 195    | 894     |
|  342  | (steve98654)        | 217    | 895     |
|  511  | dirtlamb5           | 188    | 895     |
|  445  | hedgehog3815        | 200    | 896     |
|  794  | bgwines             | 157    | 897     |
|  893  | bpheil              | 151    | 897     |
|  640  | jm2421              | 171    | 907     |
|  210  | (tweedcap)          | 254    | 916     |
|  420  | accatagon           | 203    | 917     |
|  298  | pacman              | 226    | 921     |
|  516  | mtchang             | 187    | 931     |
|  775  | slipkin             | 158    | 933     |
|  704  | ahauptma            | 165    | 934     |
|  209  | rlindley            | 254    | 936     |
|  313  | craig_ka            | 222    | 946     |
|  935  | Hydaspe             | 148    | 957     |
|  980  | ABCarter            | 145    | 962     |
|  132  | Tool                | 300    | 964     |
|  222  | gechhesy            | 250    | 965     |
|  917  | pkize               | 150    | 967     |
|  622  | (prizmpromise)      | 173    | 968     |
|  161  | bmcgarvey           | 275    | 969     |
|  692  | rca                 | 166    | 970     |
|  521  | snchlsn             | 186    | 973     |
|  566  | ednerd              | 180    | 985     |
|  385  | clauyan             | 209    | 992     |
|  674  | mbirchmeier         | 168    | 993     |
|  916  | qhe                 | 150    | 1000    |
|  580  | (recipito)          | 179    | 1003    |
|  650  | Speydiana           | 170    | 1004    |
|  525  | aarora09            | 185    | 1006    |
|  280  | kjc                 | 231    | 1009    |
|  419  | (marcelodebarros)   | 203    | 1009    |
|  853  | drchung             | 153    | 1013    |
|  680  | (mediaptera)        | 167    | 1015    |
|  384  | (ManuSBedi)         | 209    | 1016    |
|  426  | jaxon               | 202    | 1018    |
|  137  | krashman            | 294    | 1019    |
|  102  | (Jamie_)            | 327    | 1022    |
|  927  | venkatrampramod     | 149    | 1029    |
|  192  | JeffreyBosboom      | 260    | 1031    |
|  875  | semi225599          | 152    | 1034    |
|  841  | Wildman             | 154    | 1035    |
|  399  | geniusadam69        | 206    | 1040    |
|  595  | davmont             | 177    | 1047    |
|  608  | cluj                | 175    | 1052    |
|  639  | lewellen            | 171    | 1063    |
|  948  | tmcginniss          | 147    | 1069    |
|  691  | rbharvs             | 166    | 1082    |
|  607  | ArcadiaPerson       | 175    | 1088    |
|  739  | stephenh            | 161    | 1088    |
|  454  | Serinox             | 198    | 1092    |
|  638  | jrue                | 171    | 1093    |
|  297  | dgf901              | 226    | 1097    |
|  962  | tdug1991            | 146    | 1098    |
|  185  | (enotpolaskun)      | 262    | 1102    |
|  961  | jamesbest135        | 146    | 1104    |
|  874  | (wilcoxjay)         | 152    | 1109    |
|  28   | mathguy314          | 456    | 1110    |
|  824  | peterlewhs          | 155    | 1112    |
|  367  | riceanalyst         | 211    | 1114    |
|  649  | piepera             | 170    | 1122    |
|  873  | dhao3300            | 152    | 1127    |
|  823  | McMartin            | 155    | 1129    |
|  470  | un1                 | 195    | 1130    |
|  793  | mike314             | 157    | 1130    |
|  872  | waremi              | 152    | 1136    |
|  629  | randall77           | 172    | 1140    |
|  871  | aquach              | 152    | 1141    |
|  208  | shocksteel          | 254    | 1145    |
|  279  | pzhon               | 231    | 1145    |
|  637  | (Purogia)           | 171    | 1147    |
|  765  | hooded_paladin      | 159    | 1147    |
|  648  | rtdavis22           | 170    | 1151    |
|  425  | lpsmith             | 202    | 1154    |
|  58   | (davin)             | 376    | 1158    |
|  934  | afasbind            | 148    | 1160    |
|  598  | steelemd            | 176    | 1174    |
|  915  | nayrb               | 150    | 1175    |
|  506  | Chumpy              | 189    | 1177    |
|  544  | MathProf1618        | 183    | 1177    |
|  359  | tcs0717             | 213    | 1181    |
|  289  | sontran16           | 228    | 1183    |
|  663  | sycal               | 169    | 1191    |
|  999  | purple4reina        | 144    | 1191    |
|  933  | nhmllr              | 148    | 1192    |
|  960  | glinden             | 146    | 1192    |
|  822  | MichaeLeroy         | 155    | 1193    |
|  792  | bolte.17            | 157    | 1196    |
|  998  | christianwu         | 144    | 1198    |
